action,api_usd,arm,completion_token_ids,final_decode_ms,freeze_sha256,generation_ms,generation_setup_ms,generator_first_token_ms,input_ids_sha256,input_tokens,local_complete_ms,local_first_text_ms,local_first_token_ms,messages_sha256,natural_eos,ordinal,output_tokens,policy_ms,position,prompt_build_ms,reference_response_matches,repeat,request_id,response_sha256,response_text,retrieval_ms,scenario_id,seed,source_invocations,state_hydration_ms,tokenization_ms,turn_index,unit_id,user_id,warmup
ME+R0,0,me_r0,"[2181, 10578, 1093, 499, 2351, 15691, 264, 2763, 315, 4785, 389, 701, 28004, 11, 323, 433, 596, 912, 5895, 499, 2351, 8430, 38100, 922, 420, 8577, 13, 1102, 596, 2294, 430, 499, 2351, 61708, 701, 24087, 323, 19762, 311, 1304, 2771, 5127, 706, 264, 1695, 892, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 1781, 1053, 1304, 420, 8577, 264, 2450, 11, 323, 1148, 499, 2351, 16026, 311, 11322, 555, 9293, 433, 30, 128009]",0.12677698396146297,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2210.9100038651377,0.03527314402163029,194.45365900173783,089657ff298aa4aace7812449f0a4af4f4d83860d7dff8166fa2b2e8a67eaaa2,1179,2216.7092708405107,200.1834949478507,200.1261489931494,38aee7925b8322a96898d8b03389c8ccca14c8118e055f1732689f6420c8cd49,True,381,75,0.0065390486270189285,1,0.015320023521780968,,1,r1:state_9e3983d41b32234f1cb8:me_r0,a2f8ad2c00b204d4c2dd29fb2157ef5593b76fcfa48a4156e9fbcdfcf58c6e52,"It sounds like you're carrying a lot of weight on your shoulders, and it's no wonder you're feeling anxious about this trip. It's great that you're acknowledging your fears and wanting to make sure everyone has a good time. Can you tell me more about what you think would make this trip a success, and what you're hoping to achieve by planning it?",2.762512071058154,p3:2,101,1,0.11095288209617138,2.741892822086811,3,state_9e3983d41b32234f1cb8,p3,False
M0+R0,0,context_only,"[2181, 10578, 1093, 279, 7410, 311, 1893, 264, 4832, 8577, 374, 4737, 264, 26936, 389, 701, 1664, 33851, 13, 1102, 596, 6724, 49839, 311, 1390, 311, 1304, 2771, 5127, 706, 264, 2294, 892, 11, 719, 433, 596, 1101, 3062, 311, 6227, 430, 433, 596, 17339, 422, 2574, 1541, 956, 733, 7041, 439, 13205, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 1781, 1053, 3621, 422, 701, 4885, 3287, 956, 617, 264, 2294, 892, 30, 128009]",0.13234000653028488,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2088.8024671003222,0.032248906791210175,71.59322500228882,ca2deef3f6e77008cf6d02c0c2831cf04261abaca7e8e67c2604e5850d113c8f,311,2090.1766419410706,72.86811294034123,72.83505983650684,35949ebf7f91f205ec76122052ba62d85c9e8a121239e23abead1e2cf884feb8,True,382,76,0.006661983206868172,2,0.008814036846160889,,1,r1:state_9e3983d41b32234f1cb8:context_only,6b895e7f32abb522e9b48e7bd0ccb8392c0e7f19af8d308e20085d888d4e19bb,"It sounds like the pressure to create a perfect trip is taking a toll on your well-being. It's completely understandable to want to make sure everyone has a great time, but it's also important to remember that it's okay if things don't go exactly as planned. Can you tell me more about what you think would happen if your friends didn't have a great time?",0.025562942028045654,p3:2,101,0,0.11042086407542229,1.058126101270318,3,state_9e3983d41b32234f1cb8,p3,False
MPMSME+RS,0,fixed_off,"[2181, 10578, 1093, 279, 4785, 315, 9293, 420, 8577, 374, 2216, 18534, 1523, 389, 499, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 10043, 701, 12876, 369, 4395, 311, 733, 39511, 30, 3639, 596, 279, 1455, 3062, 961, 315, 420, 8577, 369, 499, 30, 128009]",0.10796915739774704,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1482.966281939298,0.04349998198449612,242.16853315010667,2457e3f9dad37660b45bb79859d87259d19cb57e9b7ee8df122dede0c1db79ab,1479,1657.670068088919,416.80944594554603,416.76435014232993,80833312092ece44b56a7718b8d3538de5defbf7d6aeccb93f8b030874f9ba52,True,383,46,0.006756046786904335,3,0.04467600956559181,True,1,r1:state_9e3983d41b32234f1cb8:fixed_off,18705c491c6fc2c538bf2a7a50aea51b74511a1043cf4c50a65f07738950f7ec,It sounds like the weight of planning this trip is really bearing down on you. Can you tell me more about what's driving your desire for everything to go smoothly? What's the most important part of this trip for you?,170.87782896123827,p3:2,101,4,0.1077649649232626,3.515291027724743,3,state_9e3983d41b32234f1cb8,p3,False
MSE+RS,0,rule_off,"[2181, 10578, 1093, 279, 4785, 315, 9293, 420, 8577, 374, 2216, 18534, 1523, 389, 499, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 10043, 701, 12876, 369, 4395, 311, 733, 39511, 30, 3639, 596, 279, 1455, 3062, 961, 315, 420, 8577, 369, 499, 30, 128009]",0.11535617522895336,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1484.841053839773,0.040694139897823334,246.36419489979744,7a034aa542a6558c2fa3ef3ff7490095faebfd0fa6911065dc0857f373015a63,1453,1794.3250150419772,555.7926220353693,555.7327999267727,e7cc0c913a811b304e43582a700903f8043eaf6a72d5764995d8edaaf45a7d6d,True,384,46,157.43193100206554,4,0.04247087053954601,True,1,r1:state_9e3983d41b32234f1cb8:rule_off,18705c491c6fc2c538bf2a7a50aea51b74511a1043cf4c50a65f07738950f7ec,It sounds like the weight of planning this trip is really bearing down on you. Can you tell me more about what's driving your desire for everything to go smoothly? What's the most important part of this trip for you?,148.40596611611545,p3:2,101,3,0.10706786997616291,3.3404750283807516,3,state_9e3983d41b32234f1cb8,p3,False
MSE+RS,0,rule_off,"[40, 649, 5647, 279, 4785, 315, 34951, 499, 2351, 15691, 11, 323, 433, 596, 49839, 311, 2733, 430, 1648, 994, 499, 2351, 25051, 16337, 922, 701, 10177, 596, 7319, 19821, 13, 1102, 596, 1093, 499, 2351, 21830, 1990, 1694, 6380, 369, 1461, 323, 8430, 1093, 499, 2351, 34568, 287, 701, 1866, 3966, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 1781, 1053, 3621, 422, 499, 1051, 311, 7373, 25670, 323, 4287, 701, 16024, 315, 16337, 11, 2085, 19971, 30, 128009]",0.1290410291403532,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2526.7672650516033,0.04287995398044586,305.6974499486387,1767911b948e52cd6d3115ed9d5d0f7eab5451e9262220be18c31386199eda9b,1818,2749.1009570658207,527.9499769676477,527.9021009337157,bd05807668b081e43b2a3b6d50e3d3a22ff8cbe1deef91c585b68defb304b43c,True,385,81,206.33976603858173,0,0.03615603782236576,True,1,r1:state_1bb2fbdd19dca1a22bdc:rule_off,5d1b3429c2b9e61e78eef47d978fe439ff7365d38f02d6753692a0126b58d61e,"I can sense the weight of guilt you're carrying, and it's understandable to feel that way when you're experiencing relief about your husband's increased absence. It's like you're torn between being happy for him and feeling like you're betraying your own needs. Can you tell me more about what you think would happen if you were to fully acknowledge and accept your feelings of relief, without judgment?",11.427714955061674,p10:1,202,3,0.11584791354835033,4.2422860860824585,8,state_1bb2fbdd19dca1a22bdc,p10,False
M0+R0,0,context_only,"[2181, 10578, 1093, 499, 2351, 15691, 264, 8987, 4785, 315, 34951, 11, 323, 430, 596, 2216, 11292, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 4920, 420, 8430, 315, 34951, 30, 2209, 433, 264, 8850, 315, 13490, 701, 10177, 596, 6666, 11, 477, 2555, 775, 11622, 30, 128009]",0.11567492038011551,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1377.8895610012114,0.0345669686794281,86.93773509003222,d4fa418a2f95fe60296868a8ddcef37f8ac02dad4a84028c656e8c3ff8f9dfb2,436,1379.5447079464793,88.51630613207817,88.47720711492002,bcb4f1d1d6d9cc0928c59187dbefb5ed0ee1441aadeeef263ccce0110e2a9258,True,386,49,0.0070231035351753235,1,0.009803101420402527,,1,r1:state_1bb2fbdd19dca1a22bdc:context_only,60d03f96dab7edcc680376eb21d2fe906ab07f35ee06a84c17d501a926867570,"It sounds like you're carrying a heavy weight of guilt, and that's really tough. Can you tell me more about what's behind this feeling of guilt? Is it a fear of losing your husband's attention, or something else entirely?",0.03658980131149292,p10:1,202,0,0.11647702194750309,1.3350120279937983,8,state_1bb2fbdd19dca1a22bdc,p10,False
MPMSME+RS,0,fixed_off,"[40, 649, 5647, 279, 4785, 315, 34951, 499, 2351, 15691, 2212, 8430, 51512, 922, 701, 10177, 596, 7319, 19821, 13, 1102, 596, 49839, 311, 2733, 420, 1648, 11, 5423, 994, 433, 596, 17791, 311, 701, 12876, 311, 1862, 1461, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 1781, 433, 1053, 3152, 311, 36297, 387, 6380, 369, 813, 2450, 2085, 8430, 1093, 499, 2351, 34568, 287, 701, 1866, 3966, 30, 128009]",0.12786197476089,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2249.503504950553,0.043455976992845535,304.98274392448366,904f28674dff9ed3dc073a0ec065c81fe61750e5608118c92c5fce756be676a7,1846,2477.1745270118117,532.5743891298771,532.5259040109813,f7086cfe8b60ffe2801247e304b25dfe3eba03245b71f8bd6a2377d5b614b00f,True,387,71,0.0074659474194049835,2,0.050727976486086845,True,1,r1:state_1bb2fbdd19dca1a22bdc:fixed_off,5c103d42217d964a1e5213e3f68ecec13626b2ee1f9849954976bfb41d880119,"I can sense the weight of guilt you're carrying around feeling relieved about your husband's increased absence. It's understandable to feel this way, especially when it's tied to your desire to support him. Can you tell me more about what you think it would mean to genuinely be happy for his success without feeling like you're betraying your own needs?",223.1333910021931,p10:1,202,4,0.11359318159520626,4.1945260018110275,8,state_1bb2fbdd19dca1a22bdc,p10,False
MSE+RS,0,pm_off,"[40, 649, 5647, 279, 4785, 315, 34951, 499, 2351, 15691, 11, 323, 433, 596, 49839, 311, 2733, 430, 1648, 994, 499, 2351, 25051, 16337, 922, 701, 10177, 596, 7319, 19821, 13, 1102, 596, 1093, 499, 2351, 21830, 1990, 1694, 6380, 369, 1461, 323, 8430, 1093, 499, 2351, 34568, 287, 701, 1866, 3966, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 1781, 1053, 3621, 422, 499, 1051, 311, 7373, 25670, 323, 4287, 701, 16024, 315, 16337, 11, 2085, 19971, 30, 128009]",0.129621010273695,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2527.53813797608,0.044720014557242393,305.2555888425559,1767911b948e52cd6d3115ed9d5d0f7eab5451e9262220be18c31386199eda9b,1818,2756.106815068051,533.7599259801209,533.6946449242532,bd05807668b081e43b2a3b6d50e3d3a22ff8cbe1deef91c585b68defb304b43c,True,388,81,7.074702996760607,3,0.03987201489508152,True,1,r1:state_1bb2fbdd19dca1a22bdc:pm_off,5d1b3429c2b9e61e78eef47d978fe439ff7365d38f02d6753692a0126b58d61e,"I can sense the weight of guilt you're carrying, and it's understandable to feel that way when you're experiencing relief about your husband's increased absence. It's like you're torn between being happy for him and feeling like you're betraying your own needs. Can you tell me more about what you think would happen if you were to fully acknowledge and accept your feelings of relief, without judgment?",216.9286070857197,p10:1,202,3,0.112585024908185,4.2385689448565245,8,state_1bb2fbdd19dca1a22bdc,p10,False
ME+R0,0,me_r0,"[2181, 10578, 1093, 499, 2351, 15691, 264, 8987, 4785, 315, 34951, 323, 12014, 11, 8430, 1093, 499, 2351, 34568, 287, 701, 1866, 3966, 555, 8430, 51512, 922, 701, 10177, 596, 7319, 19821, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 1781, 499, 2351, 10171, 311, 387, 8430, 4619, 30, 3639, 1587, 433, 3152, 311, 499, 311, 387, 264, 33445, 8427, 304, 420, 6671, 30, 128009]",0.12170081026852131,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2032.8160640783608,0.035392120480537415,242.3137449659407,554a3f0f4a46b2859bd7d9d5f26849d060b1affde3e395245d7a88702a7b0861,1483,2038.6108048260212,248.03492496721447,247.9867849033326,86576f1d9d8b5fb0d49fba334c1c9a68c27e5ac80888749bf1e3f493e0466944,True,389,66,0.00744289718568325,4,0.015908852219581604,,1,r1:state_1bb2fbdd19dca1a22bdc:me_r0,001dce60a23bf39c38ddefb6cd67a34e33f08e8bf6aae4e18a34cb3fb1a41ac2,"It sounds like you're carrying a heavy weight of guilt and responsibility, feeling like you're betraying your own needs by feeling relieved about your husband's increased absence. Can you tell me more about what you think you're supposed to be feeling instead? What does it mean to you to be a supportive partner in this situation?",2.328042173758149,p10:1,202,1,0.11751195415854454,3.168741939589381,8,state_1bb2fbdd19dca1a22bdc,p10,False
M0+R0,0,context_only,"[4897, 649, 387, 264, 2216, 92890, 8430, 11, 1093, 499, 2351, 5496, 304, 264, 6926, 1614, 315, 330, 12840, 422, 1210, 1102, 596, 439, 422, 499, 2351, 18290, 430, 3885, 690, 7142, 701, 26617, 40206, 447, 27121, 323, 11913, 499, 25984, 398, 13, 3053, 499, 3371, 757, 810, 922, 1148, 433, 596, 1093, 311, 2733, 1093, 459, 737, 46501, 30, 3639, 527, 1063, 315, 279, 3230, 11555, 430, 2586, 709, 369, 499, 994, 499, 2351, 304, 420, 40543, 30, 128009]",0.13521197251975536,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2218.7226959504187,0.03543589264154434,87.33697910793126,c13de0ec945a6e98b51aa4eafe74daed920904edbbbcb43381d42ffc05c15a26,444,2220.4048049170524,88.92852300778031,88.88387610204518,d09ab9a5bc981e226fb2ebf6695d279ec211844625457b53ff46bf45ad86c773,True,390,80,0.006834976375102997,0,0.008746981620788574,,1,r1:state_095e7d5a576866ef0fd9:context_only,a350cb69dbda2ccf3e662a11758bf20b13183574cea5fd76b6252f7556c91819,"That can be a really debilitating feeling, like you're living in a constant state of ""what if."" It's as if you're worried that others will discover your perceived inadequacies and judge you harshly. Can you tell me more about what it's like to feel like an imposter? What are some of the specific thoughts that come up for you when you're in this mindset?",0.033689895644783974,p16:1,101,0,0.10984111577272415,1.352348132058978,8,state_095e7d5a576866ef0fd9,p16,False
MPMSME+RS,0,fixed_off,"[2181, 10578, 1093, 82509, 269, 28439, 374, 7999, 264, 6324, 315, 23965, 311, 701, 16024, 922, 420, 502, 6776, 13, 1102, 596, 6724, 4725, 311, 2733, 36218, 922, 701, 18000, 11, 5423, 994, 4737, 389, 264, 502, 8815, 13, 20474, 430, 499, 3077, 1027, 6992, 304, 701, 7076, 779, 3117, 11, 323, 430, 596, 264, 61300, 311, 701, 7512, 323, 3217, 13, 1102, 2643, 387, 11190, 311, 5357, 389, 701, 36486, 323, 279, 29600, 430, 617, 6197, 311, 701, 3347, 48188, 13, 128009]",0.12772390618920326,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2583.5114060901105,0.04428788088262081,305.4013270884752,8b76a43d069eca79f2c1cd0e5c0be8e25d725e77c5e27be61de8d76410c155f7,1839,2838.0083688534796,559.8363778553903,559.7705659456551,931cdb5896520ab2360b5566721a1ac8714581ddaffd59598f38f3405a224019,True,391,83,0.007081078365445137,1,0.04716217517852783,True,1,r1:state_095e7d5a576866ef0fd9:fixed_off,613fdb412192682a3253a252498d37bd52a41375757473846a0bc413039adbd7,"It sounds like impostor syndrome is adding a layer of complexity to your feelings about this new opportunity. It's completely normal to feel uncertain about your abilities, especially when taking on a new challenge. Remember that you've been successful in your career so far, and that's a testament to your skills and experience. It might be helpful to focus on your strengths and the qualities that have led to your past successes.",249.95292793028057,p16:1,101,4,0.11095288209617138,4.206826910376549,8,state_095e7d5a576866ef0fd9,p16,False
MSE+RS,0,rule_off,"[2181, 5097, 264, 2763, 315, 25775, 311, 25670, 323, 4430, 922, 82509, 269, 28439, 13, 1102, 596, 6724, 4725, 311, 2733, 420, 1648, 11, 5423, 994, 4737, 389, 264, 502, 3560, 477, 12014, 13, 20474, 430, 499, 3077, 1027, 6992, 304, 701, 7076, 779, 3117, 11, 323, 430, 596, 264, 61300, 311, 701, 18000, 13, 1102, 596, 17339, 311, 2733, 36218, 11, 719, 1456, 539, 311, 1095, 1884, 16024, 7124, 499, 13, 1472, 3077, 2751, 420, 11, 323, 499, 2351, 539, 7636, 304, 8430, 420, 1648, 13, 128009]",0.12938398867845535,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2722.760337870568,0.042594969272613525,305.9226500336081,fa8722572f32f650f7425be0583897eed3cb9ffc7b06dc2cd0e57384fba97479,1809,2978.4161429852247,561.5042420104146,561.4490711595863,27e65da2d225118f4b504aa65657502829ad884896c1ee8e64dfd80b5e2dcdbe,True,392,88,237.9340990446508,2,0.042286934331059456,True,1,r1:state_095e7d5a576866ef0fd9:rule_off,5f7f35719c9bf1ef82c061edef808411bcaf00cc14d054dc46ff9cc2b4da21a6,"It takes a lot of courage to acknowledge and share about impostor syndrome. It's completely normal to feel this way, especially when taking on a new role or responsibility. Remember that you've been successful in your career so far, and that's a testament to your abilities. It's okay to feel uncertain, but try not to let those feelings define you. You've got this, and you're not alone in feeling this way.",13.180779991671443,p16:1,101,3,0.11708308011293411,4.209577105939388,8,state_095e7d5a576866ef0fd9,p16,False
ME+R0,0,me_r0,"[40, 2846, 779, 16089, 499, 2733, 10882, 11821, 420, 449, 757, 13, 14727, 537, 269, 28439, 649, 387, 264, 2216, 92890, 8430, 11, 5423, 994, 499, 2351, 2736, 8430, 38100, 922, 264, 502, 3560, 13, 1102, 10578, 1093, 499, 2351, 10917, 264, 2763, 315, 7410, 389, 6261, 311, 387, 4832, 11, 323, 430, 596, 264, 8987, 23104, 311, 6920, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 1781, 1053, 3621, 422, 499, 1051, 330, 327, 3950, 1, 439, 539, 14392, 3403, 477, 539, 1694, 13171, 3403, 30, 3639, 596, 279, 12047, 39585, 15398, 430, 596, 5737, 704, 304, 701, 4059, 30, 128009]",0.1396730076521635,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,3058.6706830654293,0.03435206599533558,243.1066520512104,4c4174082a5a00db7385fd2df1e91bdab6740137ba99084a6f03044014d02df0,1508,3065.639751031995,249.98807604424655,249.93604701012373,9bd10215b8688087953956f487afaad127304cf3530e334725f8fc889a284039,True,393,103,0.0072070397436618805,3,0.016594072803854942,,1,r1:state_095e7d5a576866ef0fd9:me_r0,730c0e7181fcff01e18074e993d8d96f1ef23748244ec7c03e705b4ee9a6abfd,"I'm so glad you feel comfortable sharing this with me. Impostor syndrome can be a really debilitating feeling, especially when you're already feeling anxious about a new role. It sounds like you're putting a lot of pressure on yourself to be perfect, and that's a heavy burden to carry. Can you tell me more about what you think would happen if you were ""exposed"" as not knowing enough or not being capable enough? What's the worst-case scenario that's playing out in your mind?",3.430102951824665,p16:1,101,1,0.11845002882182598,3.222688799723983,8,state_095e7d5a576866ef0fd9,p16,False
MPMS+RS,0,pm_off,"[2181, 5097, 264, 2763, 315, 25775, 311, 25670, 323, 4430, 922, 82509, 269, 28439, 13, 1102, 596, 6724, 4725, 311, 2733, 420, 1648, 11, 5423, 994, 4737, 389, 264, 502, 323, 17436, 3560, 13, 20474, 430, 499, 3077, 1027, 6992, 304, 701, 7076, 779, 3117, 11, 323, 430, 596, 539, 2133, 311, 2349, 25402, 13, 1472, 617, 279, 7512, 323, 3217, 311, 3063, 420, 2447, 11, 323, 433, 596, 17339, 311, 4048, 323, 3139, 439, 499, 733, 13, 3639, 1053, 433, 1935, 369, 499, 311, 2733, 810, 16913, 304, 701, 18000, 1314, 1457, 30, 128009]",0.21552294492721558,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2715.2788259554654,0.04432792775332928,141.0954180173576,2d182c83e424e08cee3bc6376e06bccb35d7dbb4358ce4bb264863864068bbd4,784,2976.2774689588696,401.92254609428346,401.8785380758345,d02d38ce42bf5ee8292bdb3b2b981e829d29d079135bb010221cdafc16537567,True,394,95,7.206103065982461,4,0.03813486546278,True,1,r1:state_095e7d5a576866ef0fd9:pm_off,a6237887cdaab71aefcffdbbeb419590ab5f1b26b1b118bed0b26b1b6b88f23d,"It takes a lot of courage to acknowledge and share about impostor syndrome. It's completely normal to feel this way, especially when taking on a new and challenging role. Remember that you've been successful in your career so far, and that's not going to change overnight. You have the skills and experience to lead this project, and it's okay to learn and grow as you go. What would it take for you to feel more confident in your abilities right now?",251.01088103838265,p16:1,101,3,0.11336198076605797,2.3703111801296473,8,state_095e7d5a576866ef0fd9,p16,False
MP+RS,0,pm_off,"[2181, 10578, 1093, 13176, 1521, 50446, 706, 1027, 264, 11292, 15530, 311, 42276, 11, 5423, 1306, 14892, 449, 1063, 11292, 11774, 304, 701, 2626, 13, 1102, 596, 49839, 311, 2733, 43206, 11, 719, 433, 596, 2294, 430, 499, 2351, 61708, 279, 1205, 369, 2349, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 10168, 499, 1203, 505, 4737, 1957, 1314, 1457, 30, 128009]",0.12415600940585136,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1798.6477620434016,0.05815597251057625,119.68702706508338,8b89d71d9d65520f29e0ebb4f64bdbde58438c424bc15098cb7956de205aa0b4,663,2014.7396251559258,335.7090740464628,335.6547341682017,0f32b0e16b9a4365d5aa0c48267543d1ed6ba6eb2f654fa348105fdf3b3d9455,True,395,63,7.04981992021203,0,0.04815193824470043,True,1,r1:state_f049f9aa281c155b885e:pm_off,bfe818f2dc4d33fd3609f34c8ec49bb148bc59ba0fa6b6ff8b252edc8ea538f6,"It sounds like facing these realities has been a tough pill to swallow, especially after dealing with some tough challenges in your business. It's understandable to feel overwhelmed, but it's great that you're acknowledging the need for change. Can you tell me more about what's holding you back from taking action right now?",206.09688409604132,p7:1,101,2,0.1569441519677639,2.5577510241419077,3,state_f049f9aa281c155b885e,p7,False
MSE+RS,0,rule_off,"[2181, 10578, 1093, 279, 54675, 2216, 36014, 2574, 709, 369, 499, 11, 323, 433, 596, 49839, 311, 2733, 43206, 555, 279, 49803, 315, 1268, 653, 61212, 499, 527, 13, 1102, 5097, 264, 2763, 315, 25775, 311, 25670, 5789, 1405, 584, 1205, 16048, 11, 5423, 994, 433, 4131, 311, 1057, 2626, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 1027, 2133, 1555, 701, 4059, 2533, 279, 54675, 30, 3639, 527, 1063, 315, 279, 3230, 10742, 477, 24087, 430, 527, 10494, 499, 709, 520, 3814, 30, 128009]",0.1307970378547907,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2613.6954419780523,0.04494492895901203,262.52983906306326,cf19429681294e37dcd563f70f0784047e9589cf43609d3ec9c33b1804344ce6,1610,2787.82641608268,436.5923630539328,436.53001612983644,691953a202f9184a390a50d98238dbd8c3b2e72b4beb2588a4e61339149f6e0e,True,396,86,159.3615710735321,1,0.03577396273612976,True,1,r1:state_f049f9aa281c155b885e:rule_off,bc66c0a4733aac0d166dd125a09867b919019d06c5e63d54708061d6268ea90f,"It sounds like the seminar really shook things up for you, and it's understandable to feel overwhelmed by the realization of how unprepared you are. It takes a lot of courage to acknowledge areas where we need improvement, especially when it comes to our business. Can you tell me more about what's been going through your mind since the seminar? What are some of the specific concerns or fears that are keeping you up at night?",10.551934828981757,p7:1,101,3,0.11671311222016811,3.8892391603440046,3,state_f049f9aa281c155b885e,p7,False
ME+R0,0,me_r0,"[2181, 10578, 1093, 499, 2351, 8430, 264, 6651, 315, 21958, 482, 18547, 11, 96848, 11, 323, 7344, 1524, 264, 2766, 315, 23023, 922, 539, 28118, 1521, 6020, 11774, 31373, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 10168, 499, 1203, 505, 4737, 1957, 1314, 1457, 30, 3639, 596, 279, 1176, 3094, 499, 1781, 499, 1205, 311, 1935, 311, 1212, 8430, 810, 304, 2585, 315, 701, 2626, 40382, 30, 128009]",0.12541096657514572,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2076.9173849839717,0.03642006777226925,195.13694592751563,4bb4e621d958d60d09dfe4e2b8a663da61562878c1ad908f450f9ff6f5f28e24,1202,2082.0913850329816,200.2377649769187,200.1855350099504,20148686c535ef3c333dbc45483e9720bf8ade0774800b9777f0bb3b67cf8ba4,True,397,70,0.006960006430745125,2,0.014747027307748795,,1,r1:state_f049f9aa281c155b885e:me_r0,4e5053064fad60e6461f0b0519da44cece33f3a1748e47ff70570e02542aa8b8,"It sounds like you're feeling a mix of emotions - anxiety, overwhelm, and maybe even a bit of regret about not addressing these financial challenges sooner. Can you tell me more about what's holding you back from taking action right now? What's the first step you think you need to take to start feeling more in control of your business finances?",2.0322951022535563,p7:1,101,1,0.1130059827119112,2.845160895958543,3,state_f049f9aa281c155b885e,p7,False
M0+R0,0,context_only,"[2181, 10578, 1093, 499, 2351, 8430, 264, 6651, 315, 21958, 482, 23023, 11, 96848, 11, 323, 264, 5647, 315, 12014, 13, 3011, 649, 387, 264, 8987, 23104, 311, 6920, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 10168, 499, 1203, 505, 4737, 1957, 1314, 1457, 30, 3639, 596, 279, 1176, 3094, 499, 1781, 499, 1205, 311, 1935, 11, 323, 1148, 596, 3339, 433, 2653, 311, 1212, 30, 128009]",0.16294117085635662,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1928.9737739600241,0.035427045077085495,71.17865700274706,9d195ac3f7a6a78ec16f5ef8ebde0e0333228683a383385a1389919c75fd9e02,309,1930.3685440681875,72.44444196112454,72.41048594005406,32740abee10cc65240ee0e5ecd21ef039a0ce7884c2806dbbcda7bd4f9d439ca,True,398,69,0.007383059710264206,3,0.008724164217710495,,1,r1:state_f049f9aa281c155b885e:context_only,decd6306edff02d4b730c56f99524d2f168acb94eea00221f0fb4bee2c0e26c2,"It sounds like you're feeling a mix of emotions - regret, overwhelm, and a sense of responsibility. That can be a heavy burden to carry. Can you tell me more about what's holding you back from taking action right now? What's the first step you think you need to take, and what's making it hard to start?",0.024858862161636353,p7:1,101,0,0.10748999193310738,1.0479458142071962,3,state_f049f9aa281c155b885e,p7,False
