card_id,state_id,user_id,fold,legal_actions,chosen_action,pm_response_preference,pm_misuse,pm_omission,pm_strategy_risk,pm_input_tokens,pm_source_invocations,shuffle_expectation_response_preference,shuffle_expectation_misuse,shuffle_expectation_omission,shuffle_expectation_strategy_risk,shuffle_expectation_input_tokens,shuffle_expectation_source_invocations,context_only_response_preference,context_only_misuse,context_only_omission,context_only_strategy_risk,context_only_input_tokens,context_only_source_invocations,me_r0_response_preference,me_r0_misuse,me_r0_omission,me_r0_strategy_risk,me_r0_input_tokens,me_r0_source_invocations,full_structured_response_preference,full_structured_misuse,full_structured_omission,full_structured_strategy_risk,full_structured_input_tokens,full_structured_source_invocations
card_8555f6fc1674ea3ae088,state_d711bb59278dd0fecdeb,sgv31_u01,0,M0+R0|M0+RS|ME+R0|ME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,MSE+RS,0.654163805969756,0.0,0.0,0.0,746.0,3.0,0.5303485932883452,0.0,0.19791666666666666,0.25,609.75,2.208333333333333,0.609229748728284,0.0,0.5,1.0,204.0,0.0,0.5447882169854871,0.0,0.5,1.0,249.0,1.0,0.654163805969756,0.0,0.0,0.0,746.0,3.0
card_877f6064f4f35633409b,state_017f27bddc5532d591d2,sgv31_u16,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+RS,0.45937805816938654,0.0,0.0,0.0,682.0,2.0,0.5117550142465085,0.0,0.08854166666666666,0.25,564.5729166666667,1.5729166666666667,0.3126818317579353,0.0,0.5,1.0,205.0,0.0,0.6873181682420647,0.0,0.0,1.0,230.0,1.0,0.45937805816938654,0.0,0.0,0.0,682.0,2.0
card_87b835b1977948aed807,state_d6fc7098e529947669eb,sgv31_u11,0,M0+R0|M0+RS|ME+R0|ME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,ME+RS,0.3431851703793969,0.0,0.5,0.0,625.0,2.0,0.5031811907477157,0.0,0.19791666666666666,0.1875,555.4166666666666,2.208333333333333,0.4537196480474938,0.0,0.5,1.0,205.0,0.0,0.5232388018509869,0.0,0.5,1.0,228.0,1.0,0.5456237857328979,0.0,0.0,0.0,675.0,3.0
card_892b9579edea15199992,state_4853397884f523af29af,sgv31_u06,0,M0+R0|M0+RS,M0+RS,0.5,0.0,1.0,0.0,609.0,1.0,0.5,0.0,1.0,0.25,508.0,0.75,0.5,0.0,1.0,1.0,205.0,0.0,0.5,0.0,1.0,1.0,205.0,0.0,0.5,0.0,1.0,0.0,609.0,1.0
card_89612a847d44c6274d4a,state_5a42e018e45c17646d2d,sgv31_u01,0,M0+R0|M0+RS|MS+R0|MS+RS,MS+RS,0.6477291697335709,0.0,0.0,0.0,645.0,2.0,0.5738645848667854,0.0,0.13541666666666669,0.25,533.125,1.4791666666666665,0.3522708302664292,0.0,0.5,1.0,202.0,0.0,0.3522708302664292,0.0,0.5,1.0,202.0,0.0,0.6477291697335709,0.0,0.0,0.0,645.0,2.0
card_8a11ce3b7e71838a9f53,state_2e45d710018ff5bfa3db,sgv31_u16,0,M0+R0|M0+RS|ME+R0|ME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,MSE+RS,0.45756718797988655,0.0,0.0,0.0,724.0,3.0,0.4816052982034973,0.0,0.22916666666666666,0.25,592.4583333333333,2.208333333333333,0.543493343990731,0.0,1.0,1.0,199.0,0.0,0.3465271371489826,0.0,0.5,1.0,247.0,1.0,0.45756718797988655,0.0,0.0,0.0,724.0,3.0
card_8a20ecfb1195db616a51,state_c439d603b34677870882,sgv31_u11,0,M0+R0|M0+RS,M0+RS,0.5,0.0,0.5,0.0,641.0,1.0,0.5,0.0,0.625,0.25,532.0,0.75,0.5,0.0,1.0,1.0,205.0,0.0,0.5,0.0,1.0,1.0,205.0,0.0,0.5,0.0,0.5,0.0,641.0,1.0
card_8a498c25d14c58366876,state_0412987e6eaf55b6450e,sgv31_u11,0,M0+R0|M0+RS|MP+R0|MP+RS,MP+R0,0.6477291697335709,0.0,0.0,1.0,265.0,1.0,0.4261354151332146,0.0,0.27083333333333337,0.25,577.5416666666666,1.4791666666666665,0.6477291697335709,0.0,1.0,1.0,195.0,0.0,0.6477291697335709,0.0,1.0,1.0,195.0,0.0,0.3522708302664292,0.0,0.0,0.0,707.0,2.0
card_8b48d79aebb2c2731671,state_4e38f93b7b143c891640,sgv31_u06,0,M0+R0|M0+RS|ME+R0|ME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,M0+RS,0.47943546073136234,0.0,0.5,0.0,587.0,1.0,0.5868796136069198,0.20833333333333334,0.22916666666666666,0.25,563.7916666666666,2.208333333333333,0.3931465492244518,0.0,0.5,1.0,198.0,0.0,0.4584403867873905,0.0,0.5,1.0,248.0,1.0,0.7313438473111314,0.5,0.0,0.0,687.0,3.0
card_8c4ea18e0901e36ef70f,state_580274998738423267ef,sgv31_u11,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+RS,0.5,0.0,0.0,0.0,608.0,2.0,0.5,0.0,0.17708333333333331,0.25,506.67708333333337,1.5729166666666667,0.5,0.0,1.0,1.0,196.0,0.0,0.5,0.0,0.0,1.0,219.0,1.0,0.5,0.0,0.0,0.0,608.0,2.0
card_8cac09e99c3f5b990854,state_c439d603b34677870882,sgv31_u11,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+RS,0.25094364424874477,0.0,0.0,0.0,664.0,2.0,0.36117785944301173,0.0,0.109375,0.25,550.9270833333334,1.5729166666666667,0.6781852670149336,0.0,1.0,1.0,205.0,0.0,0.46190489631732423,0.0,0.0,1.0,228.0,1.0,0.25094364424874477,0.0,0.0,0.0,664.0,2.0
card_8d10b9f21b3dee0dcf44,state_201d6dfa8f16acc4e686,sgv31_u06,0,M0+R0|M0+RS|MP+R0|MP+RS,MP+RS,0.5756081986333689,0.0,0.0,0.0,662.0,2.0,0.5126780190566025,0.0,0.27083333333333337,0.25,545.25,1.4791666666666665,0.5756081986333689,0.0,1.0,1.0,201.0,0.0,0.5756081986333689,0.0,1.0,1.0,201.0,0.0,0.5756081986333689,0.0,0.0,0.0,662.0,2.0
card_8d4fe20ca55c9f164c2c,state_56323a2dbe7496613c69,sgv31_u01,0,M0+R0|M0+RS,M0+RS,0.7215937546003562,0.0,1.0,0.0,597.0,1.0,0.6107968773001781,0.0,1.0,0.25,498.25,0.75,0.27840624539964376,0.0,1.0,1.0,202.0,0.0,0.27840624539964376,0.0,1.0,1.0,202.0,0.0,0.7215937546003562,0.0,1.0,0.0,597.0,1.0
card_8d6c6ded95b1c6a30702,state_a2cb8f1a1e8111f99733,sgv31_u01,0,M0+R0|M0+RS|MS+R0|MS+RS,MS+RS,0.45937805816938654,0.0,0.0,0.0,668.0,2.0,0.5098741237533869,0.0,0.13541666666666669,0.25,547.625,1.4791666666666665,0.3126818317579353,0.0,0.5,1.0,191.0,0.0,0.3126818317579353,0.0,0.5,1.0,191.0,0.0,0.45937805816938654,0.0,0.0,0.0,668.0,2.0
card_8dcfc674a8beebda5b0b,state_4d8a1f21dad18f1bf92b,sgv31_u01,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+RS,0.5720345860688135,0.0,0.0,0.0,683.0,2.0,0.5495661244291814,0.0,0.109375,0.25,565.3958333333334,1.5729166666666667,0.28344454572025707,0.0,1.0,1.0,205.0,0.0,0.4279654139311864,0.0,0.0,1.0,231.0,1.0,0.5720345860688135,0.0,0.0,0.0,683.0,2.0
card_8dd9b25f80ee62de79be,state_bba634c26f74ef9851f7,sgv31_u11,0,M0+R0|M0+RS|MP+R0|MP+RS,M0+R0,0.5380951036826757,0.0,1.0,1.0,205.0,0.0,0.4529337258284595,0.0,0.16666666666666669,0.25,547.7916666666666,1.4791666666666665,0.5380951036826757,0.0,1.0,1.0,205.0,0.0,0.5380951036826757,0.0,1.0,1.0,205.0,0.0,0.3910338075810027,0.0,0.0,0.0,664.0,2.0
card_8e0234d1ab29901bf69d,state_e2626b6abc52788b72a6,sgv31_u06,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+RS,0.6517631905951392,0.0,0.0,0.0,661.0,2.0,0.5869476612784652,0.0,0.109375,0.25,548.5729166666667,1.5729166666666667,0.34823680940486074,0.0,1.0,1.0,204.0,0.0,0.5,0.0,0.0,1.0,229.0,1.0,0.6517631905951392,0.0,0.0,0.0,661.0,2.0
card_8e04aa62174f731ece35,state_c421d3a2c60deb3db059,sgv31_u01,0,M0+R0|M0+RS|MP+R0|MP+RS|MPMS+R0|MPMS+RS|MS+R0|MS+RS,M0+RS,0.7102190179539724,0.0,0.5,0.0,607.0,1.0,0.539209994348056,0.0,0.2604166666666667,0.3229166666666667,580.9375,2.041666666666667,0.4460176647021084,0.0,1.0,1.0,203.0,0.0,0.4460176647021084,0.0,1.0,1.0,203.0,0.0,0.6205061720831038,0.0,0.0,0.0,721.0,3.0
card_8e1cc6d2eea75346ce7f,state_6760ceec29bdf8813ecc,sgv31_u06,0,M0+R0|M0+RS|MS+R0|MS+RS,MS+RS,0.6477291697335709,0.0,0.0,0.0,658.0,2.0,0.5738645848667854,0.0,0.27083333333333337,0.25,542.2291666666666,1.4791666666666665,0.3522708302664292,0.0,1.0,1.0,197.0,0.0,0.3522708302664292,0.0,1.0,1.0,197.0,0.0,0.6477291697335709,0.0,0.0,0.0,658.0,2.0
card_8e63312c45b5c812b98e,state_4e38f93b7b143c891640,sgv31_u06,0,M0+R0|M0+RS|MS+R0|MS+RS,M0+RS,0.5797261210288974,0.0,0.5,0.0,587.0,1.0,0.483390391452313,0.0,0.13541666666666669,0.25,532.7708333333333,1.4791666666666665,0.42027387897110263,0.0,0.5,1.0,198.0,0.0,0.42027387897110263,0.0,0.5,1.0,198.0,0.0,0.42027387897110263,0.0,0.0,0.0,646.0,2.0
card_8e9e7b661fc500764c7f,state_201d6dfa8f16acc4e686,sgv31_u06,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+RS,0.34823680940486074,0.0,0.0,0.0,640.0,2.0,0.4130523387215348,0.0,0.17708333333333331,0.25,533.8958333333334,1.5729166666666667,0.6517631905951392,0.0,1.0,1.0,201.0,0.0,0.5,0.0,0.0,1.0,251.0,1.0,0.34823680940486074,0.0,0.0,0.0,640.0,2.0
card_8fb5f446d1666aff1f70,state_0283b9cf5346eea0b52e,sgv31_u06,0,M0+R0|M0+RS|MP+R0|MP+RS|MPMS+R0|MPMS+RS|MS+R0|MS+RS,MP+RS,0.6228980386110738,0.0,0.0,0.0,711.0,2.0,0.554087348048977,0.17708333333333334,0.17708333333333334,0.25,588.1458333333334,2.041666666666667,0.2586550559683036,0.0,0.5,1.0,203.0,0.0,0.2586550559683036,0.0,0.5,1.0,203.0,0.0,0.6224120440157765,0.5,0.0,0.0,727.0,3.0
card_903f9f03a5d3df9677f8,state_9a3a18ff6ddbc3809d2e,sgv31_u11,0,M0+R0|M0+RS,M0+R0,0.7215937546003562,0.0,1.0,1.0,195.0,0.0,0.3892031226998219,0.0,1.0,0.25,512.25,0.75,0.7215937546003562,0.0,1.0,1.0,195.0,0.0,0.7215937546003562,0.0,1.0,1.0,195.0,0.0,0.27840624539964376,0.0,1.0,0.0,618.0,1.0
card_90982a519f3fd0836bd3,state_f3f53e5d539285c59b9a,sgv31_u11,0,M0+R0|M0+RS|MP+R0|MP+RS|MPMS+R0|MPMS+RS|MS+R0|MS+RS,M0+RS,0.6301609985145019,0.0,0.5,0.0,592.0,1.0,0.5838651240121392,0.25,0.25,0.25,573.5625,2.041666666666667,0.46953056267994775,0.0,0.5,1.0,203.0,0.0,0.46953056267994775,0.0,0.5,1.0,203.0,0.0,0.7187838359045067,0.5,0.0,0.0,712.0,3.0
card_9122ce474f7f9a95a9a3,state_e2626b6abc52788b72a6,sgv31_u06,0,M0+R0|M0+RS,M0+RS,0.7215937546003562,0.0,1.0,0.0,636.0,1.0,0.6107968773001781,0.0,1.0,0.25,528.0,0.75,0.27840624539964376,0.0,1.0,1.0,204.0,0.0,0.27840624539964376,0.0,1.0,1.0,204.0,0.0,0.7215937546003562,0.0,1.0,0.0,636.0,1.0
card_92698509d31332d15671,state_1ea43a58308f71e7b5ad,sgv31_u11,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+R0,0.5406219418306134,0.0,0.0,1.0,243.0,1.0,0.41701370135577964,0.0,0.17708333333333331,0.25,561.5,1.5729166666666667,0.45937805816938654,0.0,1.0,1.0,195.0,0.0,0.5406219418306134,0.0,0.0,1.0,243.0,1.0,0.31268183175793535,0.0,0.0,0.0,679.0,2.0
card_939e719a5c6cb47c0ec7,state_201d6dfa8f16acc4e686,sgv31_u06,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+RS,0.5797261210288974,0.0,0.0,0.0,618.0,2.0,0.5249144128215305,0.0,0.08854166666666666,0.25,515.7916666666666,1.5729166666666667,0.5797261210288974,0.0,0.5,1.0,201.0,0.0,0.42027387897110263,0.0,0.0,1.0,229.0,1.0,0.5797261210288974,0.0,0.0,0.0,618.0,2.0
card_93c95d886155aeecdd60,state_3aa33ab57f5ed20bb869,sgv31_u16,0,M0+R0|M0+RS,M0+R0,0.7215937546003562,0.0,1.0,1.0,199.0,0.0,0.3892031226998219,0.0,1.0,0.25,490.75,0.75,0.7215937546003562,0.0,1.0,1.0,199.0,0.0,0.7215937546003562,0.0,1.0,1.0,199.0,0.0,0.27840624539964376,0.0,1.0,0.0,588.0,1.0
card_945bccced5d363acd78a,state_69ef0d09ffcb2d1b5d7b,sgv31_u01,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+R0,0.571928872983399,0.0,0.0,1.0,212.0,1.0,0.5343854735449838,0.0,0.17708333333333331,0.25,534.9270833333333,1.5729166666666667,0.5756081986333689,0.0,1.0,1.0,189.0,0.0,0.571928872983399,0.0,0.0,1.0,212.0,1.0,0.5756081986333689,0.0,0.0,0.0,648.0,2.0
card_94c2cf7dfb9a86c83997,state_1d2e66d5430e39adb40b,sgv31_u16,0,M0+R0|M0+RS|MP+R0|MP+RS|MPMS+R0|MPMS+RS|MS+R0|MS+RS,MP+RS,0.6361519151002629,0.0,0.5,0.0,664.0,2.0,0.558259286896387,0.0,0.2604166666666667,0.25,574.5,2.041666666666667,0.3944413942256794,0.0,1.0,1.0,202.0,0.0,0.3944413942256794,0.0,1.0,1.0,202.0,0.0,0.6058212614352018,0.0,0.0,0.0,714.0,3.0
card_94e9453cbab0f0e22690,state_69ef0d09ffcb2d1b5d7b,sgv31_u01,0,M0+R0|M0+RS|MS+R0|MS+RS,MS+R0,0.42439180136663107,0.0,0.0,1.0,243.0,1.0,0.4450568612322506,0.0,0.27083333333333337,0.25,555.375,1.4791666666666665,0.723145270250137,0.0,1.0,1.0,189.0,0.0,0.723145270250137,0.0,1.0,1.0,189.0,0.0,0.42807112701660105,0.0,0.0,0.0,679.0,2.0
card_95226037991631a9d44a,state_d711bb59278dd0fecdeb,sgv31_u01,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+RS,0.6781852670149338,0.0,0.0,0.0,701.0,2.0,0.6166749253268878,0.0,0.08854166666666666,0.25,580.03125,1.5729166666666667,0.2509436442487448,0.0,0.5,1.0,204.0,0.0,0.6089661924189973,0.0,0.0,1.0,249.0,1.0,0.6781852670149338,0.0,0.0,0.0,701.0,2.0
card_959d2f56348fa1b70c92,state_bba634c26f74ef9851f7,sgv31_u11,0,M0+R0|M0+RS|MS+R0|MS+RS,M0+R0,0.38328316511855115,0.0,1.0,1.0,205.0,0.0,0.530477777141389,0.0,0.27083333333333337,0.25,539.7708333333333,1.4791666666666665,0.38328316511855115,0.0,1.0,1.0,205.0,0.0,0.38328316511855115,0.0,1.0,1.0,205.0,0.0,0.5379950269774428,0.0,0.0,0.0,653.0,2.0
card_964e858d3c182b2908d5,state_143d4e5fd318b92e87b5,sgv31_u06,0,M0+R0|M0+RS|MS+R0|MS+RS,MS+R0,0.571928872983399,0.0,0.0,1.0,220.0,1.0,0.5126780190566025,0.0,0.27083333333333337,0.25,543.2291666666667,1.4791666666666665,0.5756081986333689,0.0,1.0,1.0,195.0,0.0,0.5756081986333689,0.0,1.0,1.0,195.0,0.0,0.5756081986333689,0.0,0.0,0.0,660.0,2.0
card_968f70311ee272ef19aa,state_69ef0d09ffcb2d1b5d7b,sgv31_u01,0,M0+R0|M0+RS|MP+R0|MP+RS|MPMS+R0|MPMS+RS|MS+R0|MS+RS,MS+R0,0.35541296642790293,0.0,0.0,1.0,243.0,1.0,0.4954690365073666,0.0,0.20833333333333334,0.25,561.2291666666666,2.041666666666667,0.6004773341455321,0.0,1.0,1.0,189.0,0.0,0.6004773341455321,0.0,1.0,1.0,189.0,0.0,0.4655750739815193,0.0,0.0,0.0,693.0,3.0
card_96b98a3db7e322596603,state_e2626b6abc52788b72a6,sgv31_u06,0,M0+R0|M0+RS|ME+R0|ME+RS|MP+R0|MP+RS|MPE+R0|MPE+RS|MPMS+R0|MPMS+RS|MPMSME+R0|MPMSME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,MP+RS,0.35802551400152527,0.5,0.5,0.0,708.0,2.0,0.47580038084541393,0.3541666666666667,0.2604166666666667,0.3229166666666667,597.6458333333334,2.375,0.5288830027311172,0.0,0.5,1.0,204.0,0.0,0.495986184210982,0.0,0.5,0.5,229.0,1.0,0.4080965667061135,0.5,0.0,0.5,765.0,4.0
card_97b47af5a3c713c82ee8,state_83c91372ab0f2a755221,sgv31_u16,0,M0+R0|M0+RS|ME+R0|ME+RS,M0+RS,0.6477291697335709,0.0,0.5,0.0,597.0,1.0,0.5738645848667855,0.0,0.08854166666666666,0.25,537.75,1.5729166666666667,0.3522708302664292,0.0,0.5,1.0,202.0,0.0,0.3522708302664292,0.0,0.0,1.0,250.0,1.0,0.6477291697335709,0.0,0.0,0.0,645.0,2.0
card_97db569c570f9d13c427,state_9d9a435ab7e0fe25c389,sgv31_u16,0,M0+R0|M0+RS|ME+R0|ME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,MS+RS,0.6405193556002834,0.0,0.5,0.0,673.0,2.0,0.4967378882653034,0.0,0.22916666666666666,0.21875,563.2916666666666,2.208333333333333,0.45696009288736844,0.0,0.5,1.0,191.0,0.0,0.4709724822884285,0.0,0.5,1.0,217.0,1.0,0.545754754742599,0.0,0.0,0.0,690.0,3.0
card_98563b1524a6136916fe,state_f3f53e5d539285c59b9a,sgv31_u11,0,M0+R0|M0+RS|ME+R0|ME+RS|MP+R0|MP+RS|MPE+R0|MPE+RS,ME+RS,0.3663469917387741,0.0,0.5,0.0,618.0,2.0,0.4632809315038782,0.13541666666666666,0.3645833333333333,0.19791666666666669,548.1041666666667,1.9791666666666667,0.600283688892307,0.0,0.5,1.0,203.0,0.0,0.4994101471387438,0.0,0.5,1.0,229.0,1.0,0.6024026278563568,0.5,0.0,0.0,679.0,3.0
card_9861e7075fdcf7ed2ba4,state_bd91983afa739d0c0737,sgv31_u06,0,M0+R0|M0+RS|ME+R0|ME+RS|MP+R0|MP+RS|MPE+R0|MPE+RS|MPMS+R0|MPMS+RS|MPMSME+R0|MPMSME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,MPE+RS,0.5483272978405943,0.5,0.5,0.0,737.0,3.0,0.5433862169918175,0.25,0.5104166666666666,0.25,613.1458333333335,2.375,0.3473960079973427,0.0,0.5,1.0,209.0,0.0,0.42087911215516144,0.0,0.5,1.0,234.0,1.0,0.5471797317360938,0.5,0.0,0.0,787.0,4.0
card_9a74173f934ab9765fa6,state_d6fc7098e529947669eb,sgv31_u11,0,M0+R0|M0+RS,M0+RS,0.27840624539964376,0.0,1.0,0.0,602.0,1.0,0.3892031226998219,0.0,1.0,0.25,502.75,0.75,0.7215937546003562,0.0,1.0,1.0,205.0,0.0,0.7215937546003562,0.0,1.0,1.0,205.0,0.0,0.27840624539964376,0.0,1.0,0.0,602.0,1.0
card_9ab35f0db2a59a29c586,state_1d2e66d5430e39adb40b,sgv31_u16,0,M0+R0|M0+RS|ME+R0|ME+RS|MP+R0|MP+RS|MPE+R0|MPE+RS,ME+RS,0.6690085398172949,0.0,0.5,0.0,619.0,2.0,0.5633852554786205,0.17708333333333331,0.22916666666666669,0.25,550.1041666666666,1.9791666666666667,0.4258544815603022,0.0,1.0,1.0,202.0,0.0,0.5887024814194283,0.0,0.5,1.0,230.0,1.0,0.5078126954094413,0.0,0.0,0.0,683.0,3.0
card_9af2aa8457c271945216,state_f3f53e5d539285c59b9a,sgv31_u11,0,M0+R0|M0+RS|ME+R0|ME+RS|MP+R0|MP+RS|MPE+R0|MPE+RS|MPMS+R0|MPMS+RS|MPMSME+R0|MPMSME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,ME+RS,0.33130296388758435,0.0,0.5,0.0,618.0,2.0,0.5146489331411606,0.20833333333333331,0.4791666666666667,0.23958333333333334,568.5833333333333,2.375,0.4242169382465755,0.0,0.5,1.0,203.0,0.0,0.4880784652069786,0.0,0.5,1.0,229.0,1.0,0.5456105725422913,0.5,0.0,0.0,729.0,4.0
card_9b7f448660136b751283,state_1ea43a58308f71e7b5ad,sgv31_u11,0,M0+R0|M0+RS|ME+R0|ME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,MSE+R0,0.4946786650274631,0.0,0.0,1.0,271.0,2.0,0.5255828900310882,0.0,0.10416666666666666,0.21875,577.0416666666667,2.208333333333333,0.46721694436784256,0.0,1.0,1.0,195.0,0.0,0.664333411564712,0.0,0.5,0.5,221.0,1.0,0.5957304526923909,0.0,0.0,0.0,707.0,3.0
card_9bc5c0c9996eca9eab6e,state_017f27bddc5532d591d2,sgv31_u16,0,M0+R0|M0+RS|MS+R0|MS+RS,MS+RS,0.771205679933669,0.0,0.0,0.0,707.0,2.0,0.629952721634883,0.0,0.13541666666666669,0.25,580.4583333333333,1.4791666666666665,0.22879432006633116,0.0,0.5,1.0,205.0,0.0,0.22879432006633116,0.0,0.5,1.0,205.0,0.0,0.771205679933669,0.0,0.0,0.0,707.0,2.0
card_9e7a4bb89e15215b7584,state_143d4e5fd318b92e87b5,sgv31_u06,0,M0+R0|M0+RS|MP+R0|MP+RS,MP+R0,0.6477291697335709,0.5,0.0,1.0,267.0,1.0,0.4261354151332146,0.09375,0.27083333333333337,0.21875,577.5,1.4791666666666665,0.6477291697335709,0.0,1.0,0.5,195.0,0.0,0.6477291697335709,0.0,1.0,0.5,195.0,0.0,0.3522708302664292,0.0,0.0,0.0,707.0,2.0
card_9ebf2fceb89d2649f56b,state_be4e3d43355ad0f929c9,sgv31_u06,0,M0+R0|M0+RS|MP+R0|MP+RS,MP+RS,0.6873181682420647,0.5,0.0,0.0,727.0,2.0,0.5573616466851948,0.2708333333333333,0.16666666666666669,0.25,594.5,1.4791666666666665,0.5406219418306134,0.0,1.0,1.0,203.0,0.0,0.5406219418306134,0.0,1.0,1.0,203.0,0.0,0.6873181682420647,0.5,0.0,0.0,727.0,2.0
card_9f37ed3d052e970b8bd9,state_6b29985f90c8856420d3,sgv31_u11,0,M0+R0|M0+RS|ME+R0|ME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,M0+RS,0.5323108028281104,0.0,0.5,0.0,587.0,1.0,0.5685939353660692,0.0,0.16666666666666666,0.25,542.4166666666666,2.208333333333333,0.371310399925944,0.0,0.5,0.5,198.0,0.0,0.4026111051057451,0.0,0.0,1.0,221.0,1.0,0.6292653498739244,0.0,0.0,0.0,660.0,3.0
card_9f9009b2bb9e25b26e24,state_c4974243ec9aa174046f,sgv31_u06,0,M0+R0|M0+RS|ME+R0|ME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,MSE+RS,0.6451453014099654,0.5,0.0,0.0,668.0,3.0,0.5822127804520081,0.27083333333333337,0.19791666666666666,0.25,549.375,2.208333333333333,0.35386244690459606,0.0,0.5,1.0,201.0,0.0,0.34191416040094025,0.0,0.5,1.0,229.0,1.0,0.6451453014099654,0.5,0.0,0.0,668.0,3.0
card_9fb28abbd358b26fda27,state_cb9f7661a5f418ec49c0,sgv31_u01,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+R0,0.575608198633369,0.0,0.0,0.5,225.0,1.0,0.3918459906466323,0.0,0.109375,0.14583333333333334,512.1458333333334,1.5729166666666667,0.571928872983399,0.0,1.0,1.0,199.0,0.0,0.575608198633369,0.0,0.0,0.5,225.0,1.0,0.27685472974986314,0.0,0.0,0.0,614.0,2.0
card_a0b186b23af247c1b5af,state_b7d59dcef186d683dbef,sgv31_u16,0,M0+R0|M0+RS|ME+R0|ME+RS|MS+R0|MS+RS|MSE+R0|MSE+RS,MSE+RS,0.6503237500709605,0.5,0.0,0.0,745.0,3.0,0.5469230750741592,0.30208333333333337,0.22916666666666666,0.25,609.4583333333333,2.208333333333333,0.6098824950737021,0.0,0.5,1.0,204.0,0.0,0.337936458545368,0.5,0.5,1.0,252.0,1.0,0.6503237500709605,0.5,0.0,0.0,745.0,3.0
card_a0d969ad5ca4cb98f13d,state_b913cbfb26d86593a1d4,sgv31_u11,0,M0+R0|M0+RS|ME+R0|ME+RS,ME+RS,0.31268183175793535,0.0,0.0,0.0,659.0,2.0,0.41701370135577964,0.0,0.17708333333333331,0.25,545.9270833333334,1.5729166666666667,0.45937805816938654,0.0,1.0,1.0,200.0,0.0,0.5406219418306134,0.0,0.0,1.0,223.0,1.0,0.31268183175793535,0.0,0.0,0.0,659.0,2.0
card_a163d24d25c52868f52b,state_27ac82cb8118ff171f0d,sgv31_u16,0,M0+R0|M0+RS|MS+R0|MS+RS,MS+RS,0.6477291697335709,0.0,0.0,0.0,699.0,2.0,0.5738645848667854,0.0,0.27083333333333337,0.25,574.0208333333334,1.4791666666666665,0.3522708302664292,0.0,1.0,1.0,204.0,0.0,0.3522708302664292,0.0,1.0,1.0,204.0,0.0,0.6477291697335709,0.0,0.0,0.0,699.0,2.0
card_a17aa7ea84098cddd278,state_1ea43a58308f71e7b5ad,sgv31_u11,0,M0+R0|M0+RS,M0+R0,0.5,0.0,1.0,1.0,195.0,0.0,0.5,0.0,1.0,0.25,522.0,0.75,0.5,0.0,1.0,1.0,195.0,0.0,0.5,0.0,1.0,1.0,195.0,0.0,0.5,0.0,1.0,0.0,631.0,1.0
card_a1c6a1b5520e8a6a23bf,state_27ac82cb8118ff171f0d,sgv31_u16,0,M0+R0|M0+RS|ME+R0|ME+RS|MP+R0|MP+RS|MPE+R0|MPE+RS,MPE+RS,0.5228772372211253,0.5,0.0,0.0,729.0,3.0,0.5277338198967858,0.13541666666666666,0.041666666666666664,0.25,585.2916666666667,1.9791666666666667,0.6065555284149241,0.0,1.0,1.0,204.0,0.0,0.5864098046317855,0.0,0.0,1.0,229.0,1.0,0.5228772372211253,0.5,0.0,0.0,729.0,3.0
card_a1cd093313309a98ed6a,state_bd91983afa739d0c0737,sgv31_u06,0,M0+R0|M0+RS|MS+R0|MS+RS,MS+RS,0.6477291697335709,0.0,0.0,0.0,708.0,2.0,0.5738645848667854,0.0,0.13541666666666669,0.25,582.0208333333334,1.4791666666666665,0.3522708302664292,0.0,0.5,1.0,209.0,0.0,0.3522708302664292,0.0,0.5,1.0,209.0,0.0,0.6477291697335709,0.0,0.0,0.0,708.0,2.0
card_a20f6a6151da170a22ed,state_dc3917fff5be2cef316f,sgv31_u06,0,M0+R0|M0+RS|ME+R0|ME+RS,M0+RS,0.6477291697335709,0.0,1.0,0.0,591.0,1.0,0.5738645848667855,0.3072916666666667,0.17708333333333331,0.25,534.8958333333334,1.5729166666666667,0.3522708302664292,0.0,1.0,1.0,202.0,0.0,0.3522708302664292,0.0,0.0,1.0,252.0,1.0,0.6477291697335709,0.5,0.0,0.0,641.0,2.0
